name,region,name_post,vehicles_names,organization_group,id,incomes,apartments,land,assets
Старовойт Ірина Михайлівна,6,"Начальник відділу, Державна податкова інспекція у Печерському районі ГУ ДФС у м.Києві",MITSUBISHI PADJERO WAGON,e,nacp_48067492-38f1-476a-b755-30c8ede42ed7,117786,628,1010,3362903
Коломієць Олександр Миколайович,12,"Директор Департаменту Державної архітектурно-будівельної інспекції у Київській області, Департамент Державної архітектурно-будівельної інспекції у Київській області",УАЗ 3151/Міцубісі Паджеро Спорт/Тойота Камрі,e,nacp_706a5a57-6f98-4e9e-82ef-a7e21323719b,193452,118,64134,3347945
Наконечний Олег Миронович,2,"Державний інспектор , Львівська митниця ДФС",KOGEL SN24/JEEP COMPAS/NISSAN PRIMERA/JEEP GRAND CHEROKEE,e,nacp_7c477e33-6bf7-462d-bba1-8a12653712ac,339851,312,0,3333895
Шемет Олена Віталіївна,1,"Начальник Червонозаводського районного відділу кримінально-виконавчої інспекції м.Харкова, управління Державної пенітенціарної служби України в Харківській області",TOYOTA LAND CROUSER 150,e,nacp_2a04bf1a-c05c-4701-b8ab-0c3bb5c1006b,216034,367,0,3318046
Регелюк Валентин Іванович,26,"Заступник начальника, Інспекція Держенергонагляду у Південно-Західному регіоні Держенергонагляду ДП ""НЕК ""Укренерго""",TOYOTA CAMRY,e,nacp_0f504bce-3fe5-4d8b-80e2-706528df0a02,211432,208,949,3246000
Фетько Іван Іванович,13,"Старший державний інспектор , Закарпатська митниця ДФС, митний пост ""Тиса"", відділ митного оформлення №3",Богдан А-069.21/БАЗ 2215СПГ/SKODA SUPERB/Nissan Primera  2.0/ВАЗ 2107/Audi A6/ГАЗ 322133П12С,e,nacp_ba3dc81b-fca7-4035-8f41-f9161d8849fb,147925,233,6254,3201165
Коба Микола Костянтинович,21,"Старший інспектор, ВП ХАЕС НАЕК Енергоатом",VOLKSWAGEN Golf 3/Ява 350/Волга ГАЗ-24-10/ІЖ-Ю 4К,e,nacp_522e668e-d370-4795-b587-39ec87b9cc98,1029800,297,0,3182000
Бойчук Олег Віталійович,12,"Заступник начальника Держекоінспекції - заступник Головного державного інспектора з охорони навколишнього природного середовища Вінницької області, Державна екологічна інспекція у Вінницькій області",TOYOTA LAND CRUISER 4.7,e,nacp_b2c80b26-863b-4f14-9b72-d1f22b075003,273848,36,0,3124961
Русенко Галина Богданівна,2,"ІНСПЕКТОР ІІ-КАТЕГОРІЇ РСЦ МВС У ЛЬВІВСЬКІЙ ОБЛАСТІ, РЕГІОНАЛЬНИЙ СЕРВІСНИЙ ЦЕНТР МВС У ЛЬВІВСЬКІЙ ОБЛАСТІ",null,e,nacp_945c6afa-6a9c-4d1a-a0a4-c8edb48ed1aa,105911,211,800,3117324
Манучарян Тамара Сергіївна,1,"Головний державний ревізор-інспектор, Головне Управіння Державної Фіскальної Служби у м. Києві",Ford Focus/Mitsubishi Lancer,e,nacp_39d6aa33-df58-4114-b721-edce8d5761f0,3271691,136,0,3109525
Шкура В'ячеслав Петрович,6,"Заступник начальника відділу енергетичного нагляду - старший державний інспектор з енергетичного нагляду Державної інспекції з енергетичного нагляду за режимами споживання елктричної і теплової енергії у Київській області, Державне підприємство ""Національна енергетична компанія ""Укренерго"" Відокремлений підрозділ ""Державна інспекція енергетичного нагляду України""",шкода  Октавія/Шкода Супер Б,e,nacp_41dbcb20-58b0-4acb-be3c-9e304f2bdde0,794361,251,4422,3068404
Воробйова Галина Олегівна,12,"Головний спеціаліст віддлу дошкільних та позашкільних навчальних закладів, Державна інспекція навчальних закладів України",LX Lexus/Lexus LX,e,nacp_810aa972-2243-4472-bf3a-98c7ddc1ba9e,126828,72,1499,3002979
Максименко Геннадій Вікторович,11,"Головний державний інспектор, Відділ митного оформлення №2 митного поста ""Чорноморськ""",TOYOTA HIGHLANDER/LEXUS LS,e,nacp_6dfd0cb6-b0f9-4d51-b211-4e6d280099d0,98760,163,1500,3000000
Червінчак Федір Степанович,2,"Старший державний інспектор з енергетичного нагляду , Відокремлений підрозділ ""Держенергонагляду"", Державна інспекція з енергонагляду у Західному регіоні",Лексус РХ350/рено латітуде,e,nacp_ddf0b5be-5004-4868-a943-545091a9242f,219295,262,89119,2990614
Оперенко Ганна Сергіївна,6,"Головний державний інспектор-ревізор , ГУФС у м.Києві ",Хундай Санта Фе,e,nacp_41a0bf51-bc02-4565-938a-c3ad8f6a4a29,3359800,87,0,2919086
Волощук Вікторія Василівна,11,"Головний державний ревізор-інспектор, ГУ ДФС в Одеській області",NISSAN TIIDA/Mazda 62.5,e,nacp_e76734ee-b91c-4547-807b-1c3bfba70c9f,287112,63,0,2907270
Ольшевський Володимир Миколайович,11,"Головний державний інспектор відділу технічних систем митного контролю управління матеріального забезпечення та розвитку інфраструктури одеської митниці, ДФС",rav4 Toyota,e,nacp_4a238809-e6e2-481a-95d9-f5ee897763ef,1907914,560,1703,2906949
Байдюк Сергій Васильович,11,"Головний державний інспектор відділу нагляду на виробництвах і на об'єктах підвищеної небезпеки , Головне управління Держпраці в Одеській області",Nissan Qashqai/Toyota yaris,e,nacp_a51afe32-583c-42d9-84cc-69f8b66e3661,1846851,54,600,2906083
Вагнер Іван Васильович Іван Васильович,13,"Інспектор полку ПС ПОП ""Київ"", ГУНП у м.Києві",Легковий седан Легковий седан- В/MERCEDES-BENZ 500,e,nacp_91547d7b-04ad-4ef7-8686-15514787378d,98740,1820,3236,2900517
Горащенкова Ганна Павлівна,6,"Начальник Відділу міжнародного співробітництва та європейської інтеграції, Державна інспекція ядерного регулювання України",TOYOTA Land Cruiser Prado,e,nacp_5cc586ad-c659-4b89-b9f7-a9b719eb4fa1,267334,89,1000,2877859
Тарасова Вікторія Вікторівна,11,"Головний державний інспектор по роботі з персоналом , Головне управління ДФС у Миколаївській області",AUDI Q7 QUATTRO,e,nacp_8c7816d9-a788-42b8-acd8-27f50a0810b7,7334775,206,599,2858000
Комишан Ярослав Володимирович,6,"Начальник Інспекції Державного архітектурно-будівельного контролю, Виконавчий комітет Ірпінської міської ради",ЗИЛ 554М/Nissan Murano/Mitsubisi Colt,e,nacp_2085accd-eb3c-4a6c-9872-22cbbc7155b3,88772,302,3992,2791115
Трикіша Ірина Михайлівна,19,"Головний державний ревізор-інспектор, ДПІ у м.Івано-Франківську ГУ ДФС в Івано-Франківській області",null,e,nacp_7b2213e9-c56d-4453-be6e-e5d7c5869d6e,25837,72,0,2727821
Савін Михайло Михайлович,11,"Головний державний інспектор, Одеська митниця ДФС",Mercedes-Benz 308 CDI/Toyota Camry/Subaru Forester/Lexus ES 350/Toyota Venza,e,nacp_5792e1c6-b79a-42f5-ad7f-d5ecc4301952,1139720,548,4299,2723132
Супрун Володимир Васильович,16,"Старший інспектор-льотчик, військова частина",SPARK SP150R-20/Haris T-340/JINMA-244/ФОРД ТРАНЗІТ/ФОРД ФІЄСТА/RENAULT MASTER,e,nacp_f54ee26e-c86a-46c5-bd73-d32082946c30,289100,218,0,2719086
Кавун Юрій Данилович,11,"Перший заступник начальника, Державна екологічна інспекція Північно - Західного регіону Чорного моря",Toyota Venza,e,nacp_081a4215-512e-48d1-93d3-a18e296b8451,2678345,447,1000,2679771
Лушкін Володимир Андрійович,6,"Заступник начальника інспекції Держенергонагляду у Центральному регіоні-начальник інспекції Держенергонагляду у Житомирській області - старший державний інспектор з енергетичного нагляду, Інспекція Держенергонагляду у Центральному регіоні ",мазда СХ-5,e,nacp_58ae25d0-d3c7-498e-bf35-eb9bcbf17cec,632495,1429,33014,2677762
Нікітчук Ірина Юріївна,1,"Головний державний ревізор-інспектор, Головне управління ДФС у Харківській області",КРАЗ  250/ГАЗ 3307/Тойота Ленд Крузер,e,nacp_3af55efb-ce7b-41d2-8219-e9d9a84660fc,1206346,99,0,2652345
Серебрянська Оксана Олександрівна,12,"Інспектор кафедри спеціальних дисциплін та організації професійної підготовки працівників податкової міліції, Університет державної фіскальної служби України",Kia sportage,e,nacp_7fd7cd18-e37e-47fc-80ce-ca176884e216,684986,201,0,2652228
Мочуляк Катерина Юріївна,11,"Головний державний інспектор, Державна Податкова Інспекція у Приморському районі м Одеси",Mazda CX 7,e,nacp_5ae1b520-2497-484e-939b-e56f0aab80c3,169576,178,0,2647177
Романюк Ольга Миколаївна,6,"Головний державний ревізор-інспектор, Головне управління ДФС у м.Києві",Toyota  Land Cruiser,e,nacp_a12339e2-2bbf-4747-9202-3ec87f265a37,89067,104,0,2645911
Недбайло Олександр Сергійович,4,"Головний спеціаліст - державний інспектор, Державна екологічна інспекція у Запорізькій області",БМВ 520/volkswagen caddy/Лексус ES-350/рено канго,e,nacp_26f7f13e-2c1f-44d3-9d2b-b2bc50093ef7,55675,243,31888,2645269
Гончаренко Віктор Олександрович,11,"Головний державний ревізор-інспектор, ГУ ДФС в Одеській області",Volkswagen Tiguan,e,nacp_5a35a821-72ac-4635-a55d-c041564dc98e,1392195,109,0,2641483
Мироненко Андрій Володимирович,2,"Державний інспектор, Львівська митниця ДФС",BMW X6/Honda VFR1200/Toyota RAV 4,e,nacp_1bb8fc85-c611-4d59-9a70-85762bab6cf1,1952554,239,0,2604649
Саліженко Андрій Володимирович,2,"Головний державний інспектор, Одеська митниця ДФС м.Одеса, вул.Гайдара, 21а",шкода октавія,e,nacp_759ba6ff-fc99-427f-9a4f-d63db01abb03,341741,0,4580,2594417
Роман Наталія Михайлівна,13,"Державний інспектор , Закарпатська митниця ДФС",Toyota Highlander,e,nacp_1d35faed-52a5-4d6d-ab14-27bb1b6f447f,74051,349,73444,2523312
Маркусь Василь Михайлович,13,"Головний державний інспектор , Закарпатська митниця ДФС",Toyota Highlander,e,nacp_f6bb3950-3f2e-468c-865c-57cf60a69739,74051,349,73444,2523312
Гайда Руслан Дмитрович,19,"Головний спеціаліст сектору оперативного контролю-державний інспектор з охорони навколишнього природного середовища Івано-Франківської області, Державна екологічна інспекція в Івано-франківській області",TOYOTA Land Cruiser 200,e,nacp_09e63a6e-3c2e-44bf-8a9e-6dc558eac305,184096,290,3292,2509216
Горденок Ярослав Володимирович,6,"Старший інспектор, ППСП ОП ""Київ"" ГУ НП у м. Києві",Міцубісі Паджеро Спорт/ВАЗ 2109,e,nacp_c69cced9-705e-4cee-8559-73455d698a22,162606,147,0,2465172
Приходько Богдан Віталійович,17,"Старший інспектор з ОД САЗ ОУ ГУ ДФС у Сумській області, Головне управління ДФС у Сумській області",null,e,nacp_fe0db93a-4369-4e17-8771-5a54ff8c4784,227255,156,1195,2459116
Григоренко Андрій Миколайович,6,"Головний інспектор будівельного нагляду Інспекційного відділу Департаменту Державної архітектурно-будівельної інспекції у Київській області, Державна архітектурно-будівельна інспекція України",ауді а 6/тойота прадо,e,nacp_400a0ad9-d792-4a37-afe8-20b24ad6145b,749838,99,0,2456925
Власенко Микола Григорович,24,"Начальник інспекції, Державна екологічна інспекція у Кіровоградській області",HONDA CR-V/VOLKSWAGEN  CADDY,e,nacp_52413afc-ad76-4c84-9783-b58a09ab7895,433774,618,3665,2426630
Суслинський Ілля Олександрович,12,"Головний державний інспектор, Київська митниця ДФС",Toyota Highlander,e,nacp_50e71679-5d00-4e30-8b25-58594eac0867,155648,157,1200,2420042
Іщенко Олена Миколаївна,23,"Головний спеціаліст - державний інспектор з охорони навколишньог природного середовища Київської області, Державна екологічна інспекція у Київській області",Опель Кадет/Ауді А6,e,nacp_d6f93f66-5e80-4677-bf86-d58345191f66,464974,0,0,2419986
Геналь Олексій Богданович,2,"Головний державний інспектор ВМО-3 митного поста ""Рава-Руська"", Львівська митниця ДФС",Хундай Соната,e,nacp_371d40f1-2063-4eac-94cc-e4eca42d292a,390118,125,0,2399495
Дубіль Ігор Миколайович,12,"Начальник автотранспортної колони, Державне підприємство ""Димерське лісове господарство""",Volkswagen Jetta,m,nacp_120939c2-4311-4cb7-8caa-56e3ad3341ca,229064,0,3450,2231451
Козак Костянтин Володимирович,9,"Начальник автоколони, КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""АВТОТРАНСПОРТНЕ ПІДПРИЄМСТВО 0628"" ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ",SUBARU OUTBACK/VOLKSWAGEN Transport/HONDA GIORNO,m,nacp_433feab6-c559-4d2d-be47-a92fc082ceee,144153,399,2911,1779723
Ленівов Євген Геннадійович,11,"Начальник установи, Одеська виправна колонія управління ДПТСУ в Одеській області (№14)",ніссан х-траіл,m,nacp_99b57131-496b-4ce9-b999-7cf12813ff5c,398703,200,2771,1522688
Борисов Павло Миколайович,15,"Заступник начальника відділу СВПР, Державна установа ""Черкаська виправна колонія (№ 62)""",null,m,nacp_a824d2b1-a518-45bb-9321-62579674a418,107445,52,0,1445071
Гуменюк Андрій Володимирович,1,"Начальник установи, Диканівська виправна колонія Управління Державної пенітенціарної служби України в Харківській області (№12)",TOYOTA PRADO,m,nacp_e16906c8-b818-4f4e-bbac-f2665b1767cf,666556,65,0,660664
Добровольський Руслан Петрович,5,"Начальник колони автомобільної, Комунальне Унітарне Підприємство ""ЕКОВІН""",ЮМЗ-6АКЛ/АЗЛК 2140,m,nacp_17b9ddf8-bc98-4b7a-b871-97ccecded782,168183,64,0,598199
Михайлова Оксана Андріївна,1,"Психолог відділу по роботі з персоналом, Олексіївська виправна колонія (№25)",ВАЗ 21074/опель  вектра,m,nacp_46441ddb-0bc6-4d18-939c-79f386530135,128357,186,0,543817
Петрик Дмитро Михайлович,5,"Начальник установи, Державна установа ""Могилів-Подільська виправна колонія (№114)""",ПГ 02Б,m,nacp_aa919670-82f6-4161-b266-33ad16114754,317375,197,1200,540336
Будко Сергій Олександрович,1,"Начальник дільниці соціальної реабілітації-начальник відділення соціально-психологічної служби, Державна Установа ""Темнівська виправна колонія (№100)""",TOYOTA RAV 4,m,nacp_392c62ee-e3a0-4762-ae90-e8d16375fedd,460943,45,0,515000
Мамчур Юрій Олександрович,5,"Виконавець робіт колійної колони №2, Вапнярська КМС",MITSUBISHI LANCER X/ПФ 01 ФЕРМЕР,m,nacp_12061399-8a33-45cb-af9b-d8a94cd653c5,139871,65,0,500000
Кравчук Любов Василівна,15,"Заступник чергового помічника начальника установи, Уманська виправна колонія (№129)",renault logan,m,nacp_d8111b1b-1cc3-4455-bc16-f4f119dea981,48157,110,25700,488076
Маркін Марк Юрійович,1,"Начальник, Холодногірська виправна колонія управління Державної пенітенціарної служби України в Харківській області (№18)",HYUNDAI TUCSON/ВАЗ 21093,m,nacp_40689d09-a6bf-44a0-bb53-f1a05f74c9df,339003,154,0,470568
Холдаш Дмитро Вячеславович,6,"Начальник Автоколони №1, КП""Київпастранс"" Автобусний парк№5",null,m,nacp_5cfed97e-1677-40b0-9fc2-35c19bb7f581,62798,0,0,462245
Федюк Орислава Іллівна,19,"Фармацевт, Коломийська Виправна колонія №41",ЮМЗ-6А/VOLGA ГАЗ 21/VOLKSWAGEN POLO/ HYUNDAI ACCENT,m,nacp_f50f7cc3-5d8d-4af3-9f70-9ff796531d6a,171412,105,3300,451368
Купецька Мар'яна Михайлівна,2,"Юрисконсульт, Личаківська виправна колонія (№30)",volkswagen transporter,m,nacp_185fc91e-030f-411c-abaf-5cabee047899,56372,99,0,431490
Горенко Андрій Антонович,21,"Заступник начальника державної установи, Державна установа ""Райківецька виправна колонія №78""",GEON PANTERA/САНТЕЙ 750-131/ВАЗ 21091/DACIA LOGAN MC V ZNH,m,nacp_776a5053-24ea-4a2c-8c5d-938c98984a8f,130608,71,23014,407863
Горобець Анастасія Миколаївна,4,"Начальник відділу по контролю за виконанням судових рішень, Державна установа ""Торецька виправна колонія(№2)""",Тойота камрі,m,nacp_f801507f-7d16-4bbf-862a-e10c35a1d421,79421,66,0,407863
Хвесик Ігор Степанович,18,"Черговий помічник начальника колонії, Державна установа ""Ковельська виховна колонія""",null,m,nacp_f9ea6492-43a9-434f-99d8-a906667cd3ac,535739,0,9537,395472
Ладнюк Матвій Анатолійович,20,"Фельдшер медичної частини, Державна установа "" Північна виправна колонія ( № 90)""",VOLKSWAGEN CADDY,m,nacp_68798e96-d9a1-4719-b783-d54a5037d8e5,89235,76,0,358000
Блінова Надія Василівна,16,"Директор підприємства установи - заступник начальника Чернігівської виправної колонії управління Державної пенітенціарної служби України в Чернігівській області (№44) з виробництва, Державне підприємство ""Підприємство Чернігівської виправної колонії управління Державної пенітенціарної служби України в Чернігіваській області (№44)""",мопед Дельта/ВАЗ 21104,m,nacp_0bf897ae-e1fb-46da-ae5b-db31caace920,362578,130,0,339886
Проць Андрей Игоревич,2,"Начальник відділу інженерно- технічних засобів охорони , інформатизації та звязку, Дрогобицька виправна колонія №40 ",пежо 280,m,nacp_29872f00-aa7e-4b12-909d-64d129d32474,104983,149,0,321435
Мастицкий Владимир Валентинович,11,"Перший заступник начальника установи-заступник начальника установи з нагляду і безпеки, охорони та оперативної роботи, ДЕРЖАВНА УСТАНОВА""ПІВДЕННА ВИПРАВНА КОЛОНІЯ (№ 51)""",null,m,nacp_fcd45415-8810-4faa-86fa-c0eb0f5a1a8c,116394,181,76,310000
Паночек Ольга Володимирівна,24,"Психолог відділу по роботі з персоналом, державна установа ""Кропивницька виправна колонія (№ 6)""",TOYOTA AVALON,m,nacp_ae463578-6d55-4179-9f23-2c7853ae1b83,132628,48,0,300000
Галкевич Ігор Анатолійович,6,"Начальник автоколони, КП""Київпастранс"" АП №5",null,m,nacp_0951ef26-d28d-432d-99be-4a579f2c459b,0,0,1000,300000
Курбатова Олена Іванівна,1,"Начальник автоколони, СП ""Харківська автобаза"" регіональної філії ""південна залізниця"" ПАТ ""Укрзалізниця""",ваз 2172,m,nacp_7085909c-3c79-4943-9dfc-c92c7c7bb691,132358,57,0,285504
Довженко Сергій Петрович,23,"Начальник установи, Державна установа ""Крюковська виправна колонія (№29)""",Mitsubishi Galant 2.4 АТ/ВАЗ 2121,m,nacp_07f61789-d092-46a6-aff9-89c14d3ce74f,201389,135,106028,271909
Лічман Олексій Борисович,6,"Начальник автоколони, КП ШЕУ Шевченківського району м. Києва",МОК 188/ВАЗ 21063/SCODA OCTAVIA A5,m,nacp_c0bb6672-29cb-4a73-93a7-4bd74250d4d4,210763,0,0,271909
Зіняк Неля Анатоліївна,19,"Начальник пункту охорони здоров'я Галицької виправної колонії (№128), Галицька виправна колонія Управління Державної пенітенціарної служби України в Івано-Франківській області (№128)",DACIA LOGAN,m,nacp_38533cf5-1bfa-4bcd-bfda-ffcd4545e1a3,49503,0,800,271909
Середенко Руслан Володимирович,1,"Начальник медичної частини, Холодногірська виправна колонія управління Державної пенітенціарної служби України в Харківській області (№18)",PEUGEOT  107/PEUGOT 207/LADA 2109,m,nacp_de35ac04-c11c-48f4-8800-497b6b9aa8da,192971,173,0,271909
Мельник Григорій Олександрович,8,"Психолог відділу соціально-виховної та психологічної роботи, Державна установа ""Синельниківська виправна колонія (№94)""",null,m,nacp_5b09c0d1-1c1b-45e0-b052-d89d6897ccc5,105172,95,0,256797
Верчик Віктор Миколайович,1,"Начальник автоколони, КП КВБО",kia cerato/geely emgrand,m,nacp_855b9c5d-0120-459d-8087-ebab1664893e,207263,210,0,255000
Павлюк Леонід Андрійович,2,"Технік зв'язку відділу охорони, Державна установа Львівська виправна колонія (№48)",ВАЗ 2101,m,nacp_32672f13-4169-4c4f-8bca-b9a9d895e2bb,103026,100,994,250625
Зайцева Інна Володимирівна,20,"Рентгенолаборант, Голопристанська виправна колонія (№7)- міжобласна спеціалізована туберкульозна лікарня",Ford Fiesta,m,nacp_42a3a2ba-0453-44ee-b33b-d9944bab1ed5,79985,51,1842,250000
Ворона Олександр Володимирович,23,"Заступник начальника з соціально-виховної та психологічної роботи - начальник відділу соціально-виховної та психологічної роботи, Державна установа ""Полтавська виправна колонія (№64)""",ЗАЗ SENS ЗНГ,m,nacp_721109c2-42ef-4b6c-b773-2c9dcbeab048,144720,71,4100,244424
Штупун Ігор Михайлович,8,"Начальник Криворізької виправної колонії №80, Криворізька виправна колонія №80 в Дніпропетровській області",hyundai santafe,m,nacp_06eae646-e266-409e-9698-19b432751d7e,108782,80,0,240976
Іванчиков Ігор Валерійович,5,"Начальник колони автомобільної, Комунальне унітарне підприємство ""ЕкоВін""",FORD FOCUS,m,nacp_b64f7ec5-c443-45c8-9691-eba61b68b4e1,137937,41,6715,235954
Ворона Валентина Іванівна,23,"Завідувач канцелярії, Державна установа ""Божковська виправна колонія (№16)""",null,m,nacp_720230df-ce6d-43d1-acb7-263bb0d8ffcf,201319,71,210,233598
Алєксєєнко Микола Іванович,23,"Начальник установи - начальник арештного дому, Державна установа ""Надержинщинська виправна колонія (№65)""",па 004/volkswagen  jetta,m,nacp_55652bd8-3b31-471c-9de0-b4ea2be7cce5,287240,93,12650,225970
Стахов Олександр Анатолійович,11,"Перший заступник начальника установи - заступник начальника установи з нагляду і безпеки, охорони та оперативної роботи , державна установа ""Одеська виправна колонія (№14)""",null,m,nacp_08e6e244-b187-45ae-a1ab-fd14366e5d06,230993,53,0,225000
Левінчук Євгеній Олегович,12,"Начальник відділення соціально - психологічної служби відділу соціально - виховної та психологічної роботи, Державна установа ""Вінницька виправна колонія №86""",MG 350,m,nacp_e2da1c0a-c5df-42e2-858b-7a59720a11c0,68510,63,0,218781
Гординський Віктор Георгійович,14,"Начальник колони автомобільної транспортно-виробничого управління / депутат Запорізької міської ради, АТ ""МОТОР СІЧ""",Audi A6/MX 150J/Nissan X-Trail,m,nacp_10d50170-c4d3-4975-8213-c79206e9bb34,141175,71,1500,212799
Гурін Олег Федорович,1,"Директор підприємства-заступник начальника колонії з виробництва, Холодногірська виправна колонія-18",bmw x-5/subaru forester/mitsubishi outlander,m,nacp_93d36e5c-a877-4318-b1d5-171fd93088f2,305980,297,0,208841
Оселедько Геннадій Валентинович,1,"Заступник начальника установи з інтендантського та комунально-побутового забезпечення ,  Холодногірська виправна колонія управління Державної пенітенціарної служби України в Харківській області (№18)",ТОYОТА  RAV 4,m,nacp_2ab9db3b-2363-4b06-b099-b2d9d8741558,311101,123,2357,203763
Яковенко Владислав Олексійович,3,"Черговий помічник начальника колонії, Державна установа""Сокирянська виправна колонія(№67)""",ваз 2199,m,nacp_d014c02e-8f9b-4d40-82e0-2f18feeb2ab6,125308,104,1000,200000
Ситнік Олександр Володимирович,11,"Заступник головного бухгалтера, Державна установа ""Чорноморська виправна колонія (№74)"", бухгалтерія",null,m,nacp_480258dd-22e9-4281-a3ad-061a0232aa52,132480,0,0,200000
Добровольський Валентин Миколайович,12,"Начальник оперативного відділу, Державна установа ""Білоцерківська виправна колонія (№35)""",Mersedes-Benz E250/ПГМФ 8304,m,nacp_fe377154-10f5-4001-b922-d331bf54f87a,396961,35,0,200000
Тищенко Олександр Іванович,12,"Черговий помічник начальника установи, Державна установа ""Кагарлицька виправна колонія №115""",KIA Cerato/ВАЗ 21093,m,nacp_86b24417-a6d2-4d4d-bfeb-069fbd49037a,83034,0,0,200000
Ситнік Ольга Іванівна,11,"Молодший іспектор, Державна установа ""Чорноморська випрвна колонія (№74)"", відділ нагляду і безпеки",null,m,nacp_229224ab-4aa6-4d6e-9623-2eb7da440e61,132480,0,0,200000
Осадчий Юрій Олександрович,14,"Начальник відділу охорони, Бердянська виправна колонія управління Державної пенітенціарної служби України в Запорізькій області №77",OPEL ASTRA GTC/АЗЛК 2140,m,nacp_6bfc919c-3b64-4dd3-b6e3-c2a19132108b,119206,62,0,200000
Польгун Костянтин Володимирович,5,"Начальник відділення СПС, Стрижавська виправна колонія № 81",Yamaha Jog,m,nacp_cd91652f-21f9-42be-8a1e-4fc063d2d0bb,30364,0,0,195584
Антошко Світлана Богданівна,19,"Інженер відділу ІТЗО, зв'язку та інформатизації, Миколаївська виправна колонія №50 у Львівській області",null,m,nacp_b0fc10b0-0874-4f22-abdd-e1303d1cabed,162239,0,0,192035
Фільчук Андрій Федорович,1,"Начальник відділу, Диканівська виправна колонія (№12) управління Державної пенітенціарної служби України в Харківській області",сузуки гранд вектра/опель вектра/опель вектра,m,nacp_4e6113d7-d3b5-4c37-afdf-5eeec0e3912d,147219,176,427,191000
Похиленко Олександр Олександрович,8,"Начальник колони автомобільної АТП МКП ""Дніпропетровський електротранспорт"", МКП ""Дніпропетровський електротранспорт""",Peugeot 307/Hyundai Elantra,m,nacp_e362f4ae-a19f-43a1-b916-966fc1157f02,47250,51,0,190336
Савенко Олександр Юрійович,7,"Начальник , Державна установа (Казанківська виправна колонія №93)",HYUNDAI TUCSON,m,nacp_800831c0-9a61-495d-bc18-99127acac0b5,124651,98,100,190336
Незгодзінський Ігор Борисович,23,"Начальник туберкульозного відділення спеціалізованої туберкульозної лікарні, державна установа ""Кременчуцька виправна колонія (№69)""",ВАЗ  2101,m,nacp_3e3b2306-97b9-444c-82a7-301efef23697,251264,114,5814,177665
Мельничук Олена Миколаївна,26,"Головний бухгалтер підприємства, ДП"" Вінницької виправної колонії №86""",Хюндай акцент,m,nacp_1fedc001-3c64-4336-9b53-7f94616f3a15,26220,69,59722,172689
Михайлицький Володимир Якович,9,"Механік автомобільної колони(гаражу) комендатури забезпечення, Північне регіональне управління Державної прикордонної служби, комендатура забезпечення",null,m,nacp_c4261e60-0e1b-4f71-8bbb-daf800537dba,160074,128,1200,167191
Задирака Олександр Васильович,14,"Заступник начальника установи з інтендантського та комунально-побутового забезпечення -начальник відділу інтендантського та господарського забезпечення Державної установи ""Бердянська виправна колонії №77"", Державна установа ""Бердянська виправна колонія №77""",ВАЗ 2106-1500,m,nacp_fcb23065-a3cf-4a81-9321-535494664a21,191793,110,598,163961
Фролов Роман Євгенович,7,"Начальник державної установи, Державна установа ""Ольшанська виправна колонія (№53)""",Toyota Carina E,m,nacp_a3d8f846-0c53-43a7-96e3-b10d5529bd12,116050,63,0,163145
Мовчан Павло Леонідович,9,"Перший заступник начальника установи, Державна установа ""Житомирська виправна колонія (№4)""",HYUNDAI SANTA FE,m,nacp_f41d4e3b-73a2-4749-bae3-fa26ccaf7de7,115114,0,0,163145
Колесник Олександр Леонідович,4,"Начальник автоколони, Відокремлений підрозділ ""Автобази"" Державного підприємства ""Селидіввугілля""",Opel Vectra,m,nacp_596d37db-c183-41ea-8527-945effb92ee7,79663,66,0,163145
Терьошин Олексій Юрійович,8,"Начальник відділу по роботі з персоналом, Державна установа ""Криворізька виправна колонія (№80)""",Фольксваген  Джетта/ВАЗ 21099,m,nacp_af42dd4c-98d2-4db5-9829-d2b47ba65d00,217035,45,0,163145
Халавка Володимир Ігорович,8,"Начальник Софіївської виправної колонії (№45), Софіївська виправна колонія (№45)",MG  Hatcback 6/Geely CK,m,nacp_a7d0d38f-cc3a-4c06-b9d4-737a514c870f,166991,120,21350,163145
Кравчук Валентина Володимирівна,11,"Головний бухгалтер , Державна установа ""Одеська виправна колонія (№14)""",ВАЗ 111-840,m,nacp_3e8b8dee-528e-4035-a69a-0f6057eb568c,134142,74,2590,160000
Максимович Богдан Богданович,2,"Начальник автоколони №2, Державне підприємство ""Міжнародний аеропорт ""Львів"" імені Данила Галицького""",ВАЗ 21099,m,nacp_f5c64cc5-8bed-42cd-87e4-67ecae0633d9,210990,95,2194,152269
Бондар Василь Васильович,21,"Начальник медичної частини, Державна установа ""Замкова виправна колонія №58"" Код ЄДРПОУ Уст. 08564771",ВАЗ 2107,m,nacp_629e915d-ac60-444e-a3d4-aa01d61b0f72,148962,43,0,150954
Білогуров Андрій Олександрович,1,"Механік колони механізмів, Комунальне підприємство Харківводоканал",null,m,nacp_15c1cd68-b79e-4689-92ed-4929ffbe5383,68990,97,0,150719
Горобець Микола Григорович,4,"Начальник котельні, Державна установа Торецька виправна колонія (№2)",null,m,nacp_7d45b8ab-bf7a-41fd-99cb-6695654b26af,161608,50,0,150000
