name,region,name_post,vehicles_names,organization_group,id,incomes,apartments,land,assets
Єпішкіна Наталія Григорівна,1,"Провізор медичної частини, Державна Установа ""Диканівська виправна колонія (№12)""",null,m,nacp_2ccd8916-27c4-4b03-bb46-06a3dcaae60d,206452,728,0,0
Рижов Юрій Миколайович,20,"Начальник відділення із соціально-психологічної служби відділу соціально-психологічної та виховної роботи, Державна кримінально-виконавча служба України, державна установа ""Північна виправна колонія (№90)""",null,m,nacp_d6286900-b78a-4290-a5a5-ab5c63ec7fe7,29613,711,0,0
Тарасенко Віктор Іванович,10,"Лікар-рентгенолог (за сумісництвом), Державна установа ""Полицька виправна колонія (№76)"" ",Шевроле Епика,m,nacp_3af3040d-9332-4a14-8dd3-c9d621be10a2,146967,693,0,80000
Стратієвський Олег Дмитрович,11,"Помічник начальника установи ( з питань залучення засуджених до праці та трудової адаптації, Одеська виправна колонія №14",HONDA ACCORD,m,nacp_76944c06-644d-4315-803b-9a38124b038d,957627,657,600,0
Миренюк Наталія Іванівна,4,"Фахівець відділу по контролю за виконанням судових рішеннь, Державна установа ""Торецька виправна колонія (№2)""",daewo lanos,m,nacp_f475c579-85ac-4b82-bda1-4ef25b3a27dd,128345,648,0,0
Макогончук Микола Володимирович,5,"Начальник чергової варти, Могилів-Подільська виправна колонія № 114",АЗЛК 2140,m,nacp_e035ea4a-86be-4c85-b6a6-1a0b593f13c2,18631,633,0,0
Новосад Павло Анатолійович,18,"Вихователь, Державна установа ""Ковельська виховна колонія""",null,m,nacp_f3855ed2-2085-47ca-b937-070ab60d1d6c,81359,520,0,0
Святлош Христина Михайлівна,2,"Бухгалтер, Державне підприємство Дрогобицької виправної колонії №40",MERCEDES-BENZ 208D,m,nacp_b251b639-4e7f-4403-b2d0-47537a17dba3,145083,513,0,0
Хомицька Галина Григорівна,18,"Керуюча їдальнею, Державна установа ""Ковельська виховна колонія""",null,m,nacp_76443250-25fb-4728-8ae4-850fc317ff97,22663,457,0,0
Цух Сергій Володимирович,8,"В.О.НАЧАЛЬНИКА МЕД.ЧАСТИНИ, ДУ П'ЯТИХАТСЬКА ВИПРАВНА КОЛОНІЯ №122",null,m,nacp_f7166045-0e65-4c47-b34d-99dfb97434b2,1120918,434,98657,0
Драбик Ігор Богданович,22,"Головний бухгалтер, Державна установа ""Копичинська виправна колонія (№112)""",Hyundai Tucson/Volkswagen T-4/Hyundai Tucson,m,nacp_6b4725ac-7069-4cb8-889e-1c3e8d58de4b,131226,410,996,0
Нехаєв-олександров Олександр Ігорович,1,"Директор-заступник начальника державної установи ""Олексіївська виправна колонія(№25)"", ДП "" Підприємство ДКВС України (№25)""",nissan x trail,m,nacp_095d306a-4359-450e-a4cd-fcf15a4fc3c1,286369,404,3127,0
Козак Костянтин Володимирович,9,"Начальник автоколони, КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""АВТОТРАНСПОРТНЕ ПІДПРИЄМСТВО 0628"" ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ",SUBARU OUTBACK/VOLKSWAGEN Transport/HONDA GIORNO,m,nacp_433feab6-c559-4d2d-be47-a92fc082ceee,144153,399,2911,1779723
Морозов Юрій Володимирович,11,"Начальник відділення СПС відділу СВ та ПР, Південна виправна колонія (№51)",null,m,nacp_3399d920-4882-4e8f-b2b5-084a02572984,40176,389,0,0
Брунець Андрій Степанович,2,"Начальник оперативного відділу, Львівська виправна колонія № (48)",Пежо 307/BOS 403-ST3/Пежо  Експерт/рено трафік/Ман 19-463/Кроне SDP27-2,m,nacp_ed525bd2-af1d-46e8-ad89-79dd15ed69a6,361504,388,0,0
Максимишен Вячеслав Вікторович,5,"Інженер ВІТЗО, З та І, Державна установа ""Вінницька виправна колонія (№86)""",MITSUBISHI LANCER,m,nacp_a7edb337-7703-4b66-9685-68f2df5534e7,50894,384,0,0
Замрій Антоніна Петрівна,20,"Фахівець відділу по контролю за виконанням судових рішень, Державна установа ""Північна виправна колонія (№90)""",Камаз 55102//ГКБ 8551/Hyundai Tucson,m,nacp_019d6c00-7cfb-457c-a9e5-a47516ce697a,65714,381,2647,0
Оверчук Дмитро Миколайович,9,"Спеціаліст-бухгалтер, Райківська виправна колонія №73",Мерседес Бенц 124/Citroen Jumper/ЗАЗ Таврія/Suzuki Intruder/Чезет 250,m,nacp_e71526f1-780f-443a-b0d6-34c560b63c27,98464,380,718,0
Матвійчук Андрій Любомирович,2,"Провідний інженер групи з мобілізаціної роботи та цивільного захисту, Державна установа ""Сокальська виправна колонія (№47)""",Lansia Prisma,m,nacp_2aa13998-c3a0-48bc-bd82-3cbd05355bc7,116968,374,0,0
Коваль Роман Богданович,2,"Начальник чергової варти відділу охорони, Державна установа ""Сокальська виправна колонія (№47)""",null,m,nacp_afd946fc-1fe4-44c0-8975-406363f4b57d,113307,353,0,0
Гусак Тарас Богданович,2,"Інженер відділу ІТЗО, зв’язку та інформатизації, Дрогобицька виправна колонія",null,m,nacp_c6e9ad91-dc56-4963-a68d-05a3e44dd99b,59477,351,567,0
Семенюк Микола Юрійович,19,"Помічник начальника установи з питань залучення засуджених до праці, Коломийська виправна колонія №41",null,m,nacp_2f846cc2-fcb1-4d11-9f61-7b35fb2c3ddc,64848,334,0,0
Наумчик Александр Григорьевич,18,"Начальник дільниці соціальної реабілітації , Державна установа ""Маневицька виправна колонія (№42)""",Ямаха ЮБР125/ГАЗ 5312/Мерседес 123/Мерседес 124,m,nacp_3035a05f-5702-46cf-ab9c-35d55c080931,149834,331,3155,0
Баранчикова Ірина Володимирівна,4,"Головний бухгалтер, Державна установа ""Селидівська виправна колонія (№82)""",Peugeot 301/ВАЗ 11183-110-20/Opel astra,m,nacp_2728e1ff-b46b-4717-8268-9aeac0236f03,303732,329,0,0
Тука Оксана Борисівна,16,"Психолог відділу соціально-виховної та психолгічної роботи, Чернігівська виправна колонія управління Державної пенітенціарної служби України в Чернігівській області (№44)",МАЗ-8114/Ford Focus,m,nacp_7d930450-3740-42a8-9dad-a5d6d2ee67b4,78035,328,0,0
Нарожний Віктор Володимирович,5,"Черговий помічник начальника установи, Державна установа ""Ладижинська виправна колонія №39""",Chevrolet  Aveo/Volkswagen  Caddy/ПР ПМЗ/Honda Lead 48/pioneer XF200gy-B,m,nacp_023fc6fd-6d5c-4c74-a49e-f309fb4b57d9,176219,323,21465,0
Фастовець Олена Леонідівна,6,"Начальник відділу по роботі з персоналом, Бердянська виправна колонія управління ДПтС України в Запорізькій області (№ 77)",null,m,nacp_29b6e563-511b-4156-9e62-2537f069eb66,94833,311,1200,0
Войнаровський Віктор Цезарович,9,"Начальник відділу ІТЗОЗІ, Державна установа ""Райківська виправна колонія №73""",Opel Combo/Volkswagen T5,m,nacp_7cc4e012-05e7-4130-9666-573b673ad403,162944,298,3500,0
Гурін Олег Федорович,1,"Директор підприємства-заступник начальника колонії з виробництва, Холодногірська виправна колонія-18",bmw x-5/subaru forester/mitsubishi outlander,m,nacp_93d36e5c-a877-4318-b1d5-171fd93088f2,305980,297,0,208841
Дикий Богдан Петрович,5,"Черговий помічник начальника установи, Державна установа ""Літинська виправна колонія (№123)""",ЗАЗ VIDA,m,nacp_98ea3bd8-9e8a-445f-aa3b-a5e147056dd8,150561,296,15590,0
Брага Володимир Миколайович,20,"Начальник, Херсонська виправна колонія (№61) - міжобласна спеціалізована туберкульозна лікарня",Honda Dio/Ваз 2106/Chevrolet Lacetti,m,nacp_c66bc40f-7152-4a14-9de0-2b783e20600a,304235,293,4000,25000
Лазебний Володимир Анатолійович,1,"Начальник цеху , Підприємство Диканівської виправної колонії (№12)",null,m,nacp_ccc752b9-ef3c-47d0-a0a5-ed961fe4be3c,753231,290,0,0
Закружецька Тетяна Олександрівна,21,"Інженер (з організації комунально-побутового та інтендантського забезпечення) , Державна установа ""Ізяславська виправна колонія (№ 31)""",PEUGEOT EXPERT/ 81024,m,nacp_da5a5447-c1af-4e9b-a31f-e155781022e6,127617,288,1793,0
Футулуйчук Алла Миколаївна,19,"Бухгалтер, Коломийська виправна колонія(№41)",Hyundai  Tucson/Renault,m,nacp_df7860df-0e97-4cef-8a81-10e645c9bbb5,131120,286,4380,0
Костогриз Олександр Григорович,15,"Заступник ЧПНУ СМРБ, Державна установа ""Черкаська виправна колонія(№62)""",CHERY EEARA/ВАЗ 2105,m,nacp_54ab8469-7ae0-443c-acb5-8d3436147398,98900,280,1000,0
Деркач Олена Миколаївна,23,"Інженер з організації нормування праці, Машівська виправна колонія №9",TOYOTA COROLLA,m,nacp_7a50a762-2425-47ec-96e3-218139a3b55e,363991,279,9140,0
Семеруніна Наталія Павлівна,8,"Головний бухгалтер бухгалтерії , ДП ""Підприємство Дніпродзержинської виправної колонії управління Державної пенітенціарної служби України у Дніпропетровській області (№ 34 )""",Форд Сієра Хачбек,m,nacp_21464db7-3aa7-46b2-a73f-2f1f91333cd0,150082,275,1500,0
Скрентович Надія Богданівна,19,"Заступник чергового помічника начальника установи - начальник чергової зміни відділу нагляду і безпеки, Галицька виправна колонія (№128)",null,m,nacp_b12dbb02-397d-4390-bebe-e5df18003e68,62967,274,0,0
Бондар Наталія Юріївна,8,"Заступник головного бухгалтера, Державна установа ""П'ятихатська виправна колонія (№122)""",null,m,nacp_cb7ee5fe-847f-4147-b344-9255a7e8cefb,121639,273,609,0
Петрук Віталій Володимирович,17,"Начальник медичної частини,  Житомирська виправна колонія управління Державної пенітенціарної служби України в Житомирській області (№ 4)",null,m,nacp_f7b664d6-3ca8-4297-8650-7540d221eddf,145524,273,0,0
Ільїн Володимир Юрійович,6,"Інженер з Охорони Праці, Бориспільська Виправна Колонія №119",ЗАЗ 110557,m,nacp_25b51110-cc3a-46d4-9117-8bb07ba48c5a,72423,271,158,0
Тимошенко Оксана Сергіївна,17,"Головний бухгалтер, Державна установа Сумська виправна колонія (№116)",Шевроле Авео/ЗАЗ  Lanos,m,nacp_8e3fc3a1-0551-4e5a-9730-07fc55209f63,172497,269,1580,0
Нікітчук Олександр Олександрович,9,"Начальник Державної установи ""Коростенська виправна колонія (№ 71) "", Державна установа"" Коростенська виправна колонія (№ 71)""",кнот 31/Ford Escort/ВАЗ 2109,m,nacp_b81237bb-aae1-4b09-9537-8a19844bbba1,144397,265,1204,0
Попов Вячеслав Миколайович,1,"Перший заступник начальника установи, Диканівська виправна колонія № 12",саманд LX,m,nacp_f8595746-e8b3-4145-85dd-892b123fdf36,138397,264,579,0
Козлан Олександр Васильович,5,"Заступник чергового помічника начальника установи, Державна установа ""Вінницька виправна колонія (№86)""",ЗАЗ-DAEWOO SENS,m,nacp_8b48000f-e4ff-4586-9096-2a88f1c63558,61392,262,30580,0
Конапльов Сергій Володимирович,10,"Головний енергетик підприємства Полицької виправної колонії №76, Полицька виправна колонія №76",Renault Trafik,m,nacp_638c8cc2-3af1-4df5-933c-5145ef374575,61000,259,2134,0
Волощук Олеся Юріївна,19,"Начальник відділу контролю за виконанням судових рішень, державна установа ""Коломийська виправна колонія №41""",SUBARU Forester/SUZUKI BALENO,m,nacp_c5935be5-0e31-47bf-85c6-e5eb5511686c,113423,258,49385,0
Ведмідь Василь Мифодійович,1,"Головний бухгалтер бухгалтерії, Курязька виховна колонія імені А.С.Макаренка управління Державної пенітенціарної служби України в Харківській області",ГКБ-8118/ ІЖЮ3/DACIA LOGAN,m,nacp_532d41ac-f8bc-47df-ba28-fc46cf1492d4,144366,257,3139,0
Орлик Наталія Сергіївна,6,"Майстер 2 групи залізничної колони, ДП""НАЕК""Енергоатом"" ВП""Хмельницька АЕС"" транспортний цех", ШЗК 06 Турист/volkwagen 70X02A,m,nacp_2c4eea04-3b32-4813-af84-a7732d3b87c5,175646,257,1200,0
Стек Людмила Василівна,5,"Фахівець відділу по роботі з персоналом, Державна установа ""Стрижавська виправна колонія (№81)""",null,m,nacp_44be84f8-d6da-408c-9a37-941ced3c653a,199917,253,65835,40000
Сливич Уляна Русланівна,2,"Фахівець по контролю судових рішень, Державна установа ""Дрогобицька виправна колонія"" №40",BMW 316,m,nacp_a726245f-bb2c-4325-ba83-34ddd7930a02,233635,248,0,0
Корунець Микола Володимирович,15,"Начальник цеху №1,  Державна установа Старобабанівська виправна колонія№92 ДП Підприємство ДКВС України №92",лада 1117,m,nacp_547cce27-9221-43d3-a99e-8cab44f37615,86057,247,4201,0
Ярошевський Богдан Григорович,2,"Начальник відділу інженерно-технічних засобів охорони , зв 'язку та інформатизації, державна установа ""Миколаївська виправна колонія №50""",null,m,nacp_2033dddb-de6b-473b-ae34-8059ddca2fa5,146325,246,1000,0
Купріян Алла Іванівна,23,"Фахівець відділу по контролю за виконанням судових рішень, Державна установа ""Полтавська виправна колонія (№ 64)",ВАЗ 2113/CHEVROLET AVEO,m,nacp_e18d63bb-855e-421a-b768-49b39a5eadd2,0,244,0,0
Коценко Василь Григорович,1,"Начальник рентгенівського кабінету, Державна установа ""Покровська виправна колонія (№17) - спеціалізована туберкульозна лікарня""",днепр 11/ваз 21061/hyundai  getz/ИЖ 412,m,nacp_d178edfc-790d-40ab-905a-851057ca2166,278485,244,0,0
Ростоцький Андрій Володимирович,2,"Начальник Стрийської автоколони, Виробничий структурний підрозділ ""Ремонтно-експлуатаційна автобаза"" регіональна філія ""Львівська залізниця"" ПАТ ""Українська залізниця""",ВАЗ 21063/Fiat Scudo,m,nacp_f2586752-c107-4511-ae8b-a86abd85d67a,89418,243,1208,0
Ольховський Андрій Миколайович,1,"Начальник установи, Державна установа ""Харківська виправна колонія (№43)""",lexus rx 330/toyota prado,m,nacp_6c3f3f38-4681-4da9-9da5-4a1c1d65591a,307903,242,23097,0
Тищук Наталія Василівна,10,"Учитель, Державна установа ""Дубенська виховна колонія""",CHEVROLET AVEO,m,nacp_04691987-ed52-44ec-a70c-b51d3264d8b7,35014,242,0,0
Проценко Любов Юріївна,20,"Заступник начальника установи з лікувально профілактичної роботи начальник лікарні лікар, Державна установа Голопристанська виправна колонія (№ 7) - міжобласна спеціалізована туберкульозна лікарня ",ВАЗ 21114,m,nacp_86dc3e6f-7511-4795-8e15-f21eef305c09,201937,241,9300,0
Грещук Надія Петрівна,22,"Завідувач аптеки міжобласної спеціалізованої туберкульозної лікарні на 130 ліжок, Державна установа ""Збаразька виправна колонія (63)""",Volkswagen Transporter,m,nacp_8c3e2a5a-e489-4d49-b531-83cb0401705a,15755,240,25600,0
Терещук Олександр Володимирович,7,"Начальник установи, ДЕРЖАВНА УСТАНОВА ""ВОЗНЕСЕНСЬКА ВИПРАВНА КОЛОНІЯ (№ 72)""",KIA CARNIVAL MB7543,m,nacp_e19d7019-c1f9-404f-aed6-c9ce58de0c0c,133309,239,2129,0
Кіндій Роман Сергійович,14,"Начальник відділу ІТЗО, Державна установа ""Вільнянська виправна колонія (№20)""",null,m,nacp_41a9b0ec-38da-495d-b649-647c006438bb,160944,238,1761,0
Мучинський Василь Васильович,22,"Старший інженер з інформатизації та зв'язку відділу Інженерно-технічних засобів охорони, Державна установа ""Збаразька виправна колонія (№ 63)""",АМС 500 Старконь,m,nacp_2d00dccc-3ad9-41cb-8f5b-cef44e45ccf8,65349,238,0,0
Бабина Олена Іванівна,5,"Бухгалтер бухгалтерії, Державна установа ""Піщанська виправна колонія (№59)""",ВАЗ 2101,m,nacp_ce9fe28e-6e29-4533-8ae3-def9cd574a7c,191096,236,0,0
Бабин Василь Михайлович,5,"Заступник начальника установи з інтенданського та комунально-побутового забезпечення, Державна установа ""Піщанська виправна колонія (№59)""",ВАЗ 2101,m,nacp_812b913f-aa88-4041-9eaa-25b94b4c326a,191096,236,0,0
Мельничук Олександр Петрович,9,"Інженер ІТЗО, Державна установа ""Житомирська виправна колонія№4""",акура MDX/BMW 520/фольксваген гольф,m,nacp_449dd349-ab0a-4308-94c1-3b8a0ac9be69,50748,236,0,0
Довгаль Павло Леонідович,14,"Начальник оперативного відділу Вільнянської виправної колонії управління Державної пенітенціарної служби України в Запорізькій області (№ 20), Державна установа ""Вільнянська виправна колонія (№ 20)""",ЗАЗ 110217/HYUNDAI ELANTRA,m,nacp_2bf08e02-4a26-4cd9-9413-dc81e6caf7bf,169421,235,0,0
Ящишина Оксана Миколаївна,5,"Бухгалтер, Державна установа ""Піщанська виправна колонія (№59)""",SAMAND EL/ИЖ 7.108/ГАЗ 5312,m,nacp_26a5302e-488f-4e00-a3dd-fbdef9a38366,93196,233,50741,0
Мартинюк Геннадій Миколайович,3,"Начальник Сокирянської виправної колонії №67,  Сокирянська виправна колонія №67",ВАЗ 21093,m,nacp_d72de107-4f1c-4e9d-b928-159b5c64b5bc,185927,227,1245,45000
Торопков Віктор Миколайович,20,"Заступник начальника колонії, ""Голопристанська виправна колонія(№7)- міжобласна спеціалізована туберкульозна лікарня""",VOLKSWAGEN CADDY,m,nacp_76655e18-9d15-45cc-974f-370a8d3af017,105050,226,3300,0
Путій Андрій Сергійович,14,"Молодший инспектор відділу нагляду і безпеки, Бердянська виправна колония 77",null,m,nacp_5d318bba-cf0a-44e8-8aad-5200cee2a499,38224,224,0,0
Вшивців Андрій Романович,2,"Заступник чергового помічника начальника установи відділу нагляду і безпеки, Миколаївська виправна колонія №50 Управління державної пенітеціарної служби у Львівській області",ВАЗ 2109,m,nacp_38f7caf6-3d8b-450b-85cc-221b41d970b5,117548,224,0,0
Мікулін Олександр Сергійович,1,"Начальник відділення соціально - психологічної служби відділу із соціально - виховної та психологічної роботи , Державна установа ""Первомайська виправна колонія (№117) """,null,m,nacp_769b82ab-4f1f-4130-9b6c-501650c567ff,62377,224,2400,0
Сергієнко Віталій Юрійович,18,"Інженер відділу інженерно-технічних засобів охорони зв'язку та інформатизації, Державна установа Цуманська виправна колонія (№84)",ВАЗ 21099,m,nacp_c58ecf25-7309-42a2-8c69-d290f3601620,116126,223,1500,0
Білозор Сергій Олексійович,15,"Начальник відділу охорони , Державна установа ""Черкаська виправна колонія (№62)""",джилі  ск ,m,nacp_bf471a58-bac3-4828-be9a-7fd70d5c1668,93281,223,700,0
Пелих Микола Володимирович,18,"Начальник установи, державна установа ""Цуманська виправна колонія (№84)""",DAEWOO LANOS,m,nacp_b1e3e4fb-563a-4c86-83d2-40e9200edd77,314277,222,2955,143457
Коваленко Тетяна Григорівна,20,"Головний бухгалтер бухгалтерії, Голопристанська виправна колонія (№ 7) - міжобласна спеціалізована туберкульозна лікарня",Volksvagen Caddy,m,nacp_18d057b4-5b77-4e7b-aeca-d6a9aa44c1bf,158566,219,134,0
Матіюк Микола Володимирович,2,"Черговий помічник начальника установи відділу нагляду і безпеки, Державна установа ""Сокальська виправна колонія (№47)""",null,m,nacp_27b5ac27-f49e-4049-bcbe-88efc09be4db,87288,219,1030,0
Куций Вадим Анатолійович,15,"Психолог ВСВПР, Черкаська виправна колонія №62",Opel Kadett/МТЗ,m,nacp_27d9eef9-90e7-4a0b-8d55-84eec0391b75,144770,218,830,0
Дика Інна Іванівна,5,"Начальник відділу по роботі з персоналом, Літинська виправна колонія управління Державної пенітенціарної служби України у Вінницькій області (№123)",ВАЗ21099 49925 ВІ,m,nacp_c23d1e0c-bdb8-404f-b9cc-5e4a5e8fc985,223516,218,56103,0
Линник Оксана Сергіївна,17,"Голова суду, Тростянецький районний суд Сумської області",VOLVO FN 12/RENAULT KANGOO/SUZUKI Grand Vitara 2.0/VOLVO XC90 2.4 Summum 7-Seat/TOYOTA Avensis 1.8/TOYOTA Scion ЗНГ/KRONE SDP 27,p,nacp_17685383-3a8c-4d6b-bb64-3ddee10d342c,9945571,19875,6493525,3045
Парандюк Сергій Мирославович,22,"Помічник судді, Апеляційний суд Тернопільської області",Hyundai Accent,p,nacp_d7d5f19e-f268-4a00-b588-6bf720c35b7c,130033,19246,0,0
Шевченко Галина Володимирівна,20,"Секретар суду , Дніпровський районний суд м. Херсона ",КІА  Спортейдж,p,nacp_130de53d-e277-43b5-888e-030ceb11a506,121387,18229,735,0
Осіпчук Оксана Василівна,9,"Помічник судді, Господарський суд Житомирської області",null,p,nacp_fa3c961c-4e45-47ca-9e71-9de82df93d1b,6910733,18168,36,0
Полянчук Галина Миколаївна,13,"Секретар, Рахівський районний суд Закарпатської області",null,p,nacp_5d4c29c9-51a9-407d-9640-322eedc13003,117624,18109,1000,0
Харлан Наталія Миколаївна,23,"Суддя, Апеляційний суд Полтавської області",Toyota  Camry,p,nacp_0ddc1f00-935c-419c-8a61-8ad4d877cb8b,394715,17832,0,271909
Андрусик Надія Олексіївна,22,"Суддя , Господарський суд Тернопільської області",Шевроле Авео,p,nacp_fba69d19-3c41-4b22-86cf-b3515309cee3,275990,17648,770,0
Тодорюк Дмитро Володимирович,3,"Помічник судді , Глибоцький районний суд Чернівецької області",Hyundai Elantra,p,nacp_94d1dfe4-c0f0-4413-9e5d-86729a71a3da,96320,17191,12246,0
Павлючук Юлія Володимирівна,11,"Секретар судового засідання відділу забезпечння проведення судових засідань апеляційного суду Одеської області, Апеляційний суд Одеської області",Wolkswagen transport,p,nacp_29facc15-c6f1-498a-ba55-421a04a7bc49,86335,16097,1500,0
Бойко Василь Васильович,15,"Судовий розпорядник, Уманський міськрайонний суд Черкаської області",Peugeot Partner/ВАЗ 2101,p,nacp_90f83d85-330d-4e6c-b56e-f1a7342b4a23,100800,15346,0,0
Мужановська Лідія Олексіївна,12,"Консультант суду, Переяслав-Хмельницький міськрайонний суд",null,p,nacp_28e4eb77-85ed-4e91-a7c5-b0c30eeca86e,116888,15300,30280,0
Юрнюк Святослава Василівна,3,"Член суду присяжних (на громадських засадах), заступник начальника навчального відділу з сектором МЯО та ІАЗ ВДНЗ України ""Буковинський державний медичний університет"" (основне місце роботи), Шевченківський районний суд м. Чернівці",null,p,nacp_0602e873-0bd7-4f96-a689-510383473ed2,130477,14974,2500,42
Зеліско Руслан Йосипович,2,"Суддя Жовківського районного суду Львівської області , Жовківський районний суд Львівської області",Тойота Камрі/Тойота Камрі/Мазда 06,p,nacp_3cdbcb5b-bbb4-4d27-8c8f-d3e62ea86edc,395440,14526,71308,996315
Гордієць Микола Васильович,5,"Старший судовий розпорядник, Калинівський районний суд Вінницбка обл.",Шевроле  АВЕО,p,nacp_30b76328-c324-4bad-ab1c-a9922cecaead,127203,13824,517,0
Левченко Наталія Олександрівна,12,"Секретар судових засідань, Макарівський районний суд Київської області",null,p,nacp_cc148b05-b524-4a71-8b39-9fb0cacc983d,128341,13702,1619816,0
Захарчук Оксана Іванівна,9,"Начальник відділу організаційного забезпечення розгляду кримінальних справ, Апеляційний суд Житомирської області",Форд Фієста,p,nacp_8778ca48-331e-45f4-a19a-a498c75f4dd3,143836,13522,193,0
Гусятинська Леся Олександрівна,24,"Заступник керівника апарату Ульяновського районного суду , Ульяновський районний суд Кіровоградської області ",null,p,nacp_4cf3a96f-9941-4422-b407-e8a7d716c98b,285852,13390,0,0
Майстренко Наталія Миколаївна,9,"Суддя, Житомирський окружний адміністративний суд",Mazda 03/Форд  Мондео/Форд Таурус,p,nacp_5f2cc3a5-f244-4e60-a480-a9d2a2e8e3ff,727698,11658,77604,1025525
Кавлак Інесса Павлівна,19,"Суддя господарського суду Івано-Франківської області , господарський суд Івано-Франківської області",BMW X6/TOYOTA CAMRY,p,nacp_24ddb2ef-916a-4cb9-89c9-c148abfdc0af,39392200,11416,33300,0
Голенко Ірина Петрівна,25,"Суддя, господарський суд Луганської області ",MAZDA 3 HB/MAZDA  3 HB,p,nacp_0166262c-57ed-4fdd-9d28-af44b37962ef,697054,10814,3209,0
Факащук Аліна Петрівна,3,"Секретар судових засідань, Новоселицький районний суд Чернівецької області",null,p,nacp_13a52fa3-d544-432c-a555-51db593cd790,195021,10210,21969,100000
Філіпова Тетяна Леонідівна,9,"Суддя, Рівненський апеляційний господарський суд",WOLKSWAGEN  GOLF,p,nacp_f77a371e-2503-49ed-98a2-daf760f6c7fd,354297,10187,0,35000
Колесніченко Олена Петрівна,23,"Секретар судового засідання, Октябрський районний суд м. Полтави",HYUNDAI IX35,p,nacp_f63cf1b1-5d42-4f22-ad96-7536decd5e4e,47602,10067,0,0
Ладига-кошова Галина Олександрівна,25,"Секретар суду, Сватівський районний суд Луганської області",ВАЗ 21093,p,nacp_3c579d4e-594c-45b7-adbf-d789f3b0fd06,140455,9942,380952,135763
Бабій Андрій Олександрович,21,"Помічник судді, Апеляційний суд Хмельницької області",Volkswagen Passat/Toyota Land Cruiser 200/Mercedes Sprinter,p,nacp_d9391ce6-689f-4027-8ffc-9dfa34a14e56,3123848,9104,10908,0
Краковецька Ірина Зіновіївна,2,"Секретар суду Жовківського районного суду Львівської області, Жовківський районний суд Львівської області",null,p,nacp_df638950-eab0-40b8-9bca-5dbe4fba034a,83669,9006,4420,0
Кирилова Світлана Федорівна,11,"Секретар судового засідання, Іванівський районний суд Одеської області",null,p,nacp_b4374a15-777e-473e-9cb5-7d7823eda745,175597,8807,0,0
Верешко Віта Вікторівна,3,"Секретар судових засідань, Першотравневий районний суд міста Чернівці",Фольцваген Крафтер/Ланд Крузер Прадо/ВАЗ  2115,p,nacp_a153090c-3ee3-4857-86e1-fdff40a6ff28,157680,7844,0,0
Аксьонова Надія Дмитрівна,3,"Начальник відділу документообігу та організаційного забезпечення Шевченківського районного суду м.Чернівці, Шевченківський районний суд м.Чернівці",Опель Аскона,p,nacp_9a936c3b-ce10-413c-8e59-163c51c5a2fa,177579,7493,491,0
Пасічник Наталія Михайлівна,25,"Заступник керівника апарату суду, Міловський районний суд Луганської області",null,p,nacp_76986e85-9525-44cf-ab37-fc95800b6a7f,175527,7202,160100,0
Швед Наталія Петрівна,2,"Суддя, Яворівський районний суд Львівської області",Хюндай Туксон/Ніссан Х-ТРАІЛ,p,nacp_2a156dc7-0b5f-434f-b5ad-7ada44610018,410439,7098,1243,0
Гончарова Анжела Володимирівна,14,"Помічник судді, Орджонікідзевський районний суд м. Запоріжжя",KIA MAGENTIS ЗНГ,p,nacp_216fd7f3-9a0b-4922-b74e-7e9e4c92dbab,227679,7063,2589,20000
Тимощук Наталія Михайлівна,19,"Керівник апарату Луцького міськрайонного суду Волинської області, Луцький міськрайонний суд Волинської області",null,p,nacp_29ba0625-18ce-4b96-bd2c-ed38ff02f16e,157748,6772,26382,0
Юзьвяк Богдан Георгійович,10,"Суддя у відставці, Дубенський міськрайонний суд",NISSAN PRIMERA,p,nacp_b66a084a-fe13-4071-8488-c10730f53e60,630040,6730,0,0
Стойка Оксана Володимирівна,4,"Суддя, Донецький апеляційний господарський суд",Форд Фиеста/Mersedes-Benz VITO111CDI/BYD G3,p,nacp_9f9a4c38-2c71-4db6-a92d-266573d190c3,1185274,6579,33462,823883
Мирута Олена Миколаївна,12,"Головний консультант, Верховний Суд України",Skoda Oktavia А5/ВАЗ 2103,p,nacp_c16c6098-f804-4204-9d37-1023059a8913,233984,6420,3654,0
Деменко Тамара Базарівна,15,"Начальник відділу - головний бухгалтер, Господарський суд Черкаської області",RENAULT PREMIUM11100/ГАЗ 69/VOLKSWAGEN TRANSPORTER/RENAULT 21/MAZDA 626/DAF AE 95 XF 380 12580/KRAEMER 00/VANHOOL 3B0062/MAZDA 06,p,nacp_4af14689-25c5-416b-80f6-93489ab08fda,427269,6050,3904,97919
Кішковська Зоя Анатоліївна,7,"Суддя, Снігурівський районний суд Миколаївської області",MAN TGA18460/MITSUBISHI PAJERO 3.0/ГАЗ 53/KNAPEN KOK 390L/KIA SOUL/DAF FT XF105/КАМАЗ 55102/DAF FT XF105/СЗАП/KNAPEN KOK 390L/ГАЗ 53/LAG GSA-24/DAF FT XF105/STAS O3913FAK/К-700/KWB A-450,p,nacp_59044cf3-3f6a-490f-8cd8-4da05ea3b45a,2028700,5978,20981,0
